Container_Write_Time,Process_Write_Time,VM_Write_Time,cCpuTime,cCpuTimeKernelMode,cCpuTimeUserMode,cDiskReadBytes,cDiskSectorIO,cDiskWriteBytes,cId,cMajorPGFault,cMemoryMaxUsed,cMemoryUsed,cNetworkBytesRecvd,cNetworkBytesSent,cNumProcesses,cNumProcessors,cPGFault,currentTime,pMetricType,vBootTime,vCpuContextSwitches,vCpuIdleTime,vCpuMhz,vCpuNice,vCpuSteal,vCpuTime,vCpuTimeIOWait,vCpuTimeIntSrvc,vCpuTimeKernelMode,vCpuTimeSoftIntSrvc,vCpuTimeUserMode,vCpuType,vDiskMergedReads,vDiskMergedWrites,vDiskReadTime,vDiskSectorReads,vDiskSectorWrites,vDiskSuccessfulReads,vDiskSuccessfulWrites,vDiskWriteTime,vId,vKernelInfo,vLoadAvg,vMajorPageFault,vMemoryBuffers,vMemoryCached,vMemoryFree,vMemoryTotal,vMetricType,vNetworkBytesRecvd,vNetworkBytesSent,vPgFault
0.018064,0.002559,0.185992,126868421,5,13,0,0,0,"8c030dff71f7",0,0,-155648,0,0,0,0,6534,1,"Process level",0,94400,997,85.3471250000002,0,0,19,0,0,6,3,14.99999999994,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.25,0,0,8,-1917,0,"VM Level",0,0,6963
0.014123,0.002814,0.177364,112073048,5,11,0,0,0,"8c030dff71f7",0,0,12288,0,0,0,0,6435,2,"Process level",0,83100,992,-181.0037499999999,0,0,16,0,0,5,0,11,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.23,0,0,25,5,0,"VM Level",0,0,6566
0.016185,0.002973,0.171982,125056379,6,12,0,0,0,"8c030dff71f7",0,0,-114688,0,0,0,0,6468,1,"Process level",0,80400,991,171.984375,0,0,18,0,0,5,0,14,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.23,0,0,8,774,0,"VM Level",0,0,6487
0.013193,0.002532,0.175947,125926366,8,13,0,0,0,"8c030dff71f7",0,0,-36864,0,0,0,0,6501,1,"Process level",0,85000,988,79.064125,0,0,18.9999999999,0,0,7,0,10,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,9,0,0,88,0,2,5,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.23,0,8,533,-58,0,"VM Level",0,0,6980
0.01803,0.002505,0.183372,128597629,5,12,0,0,0,"8c030dff71f7",0,0,192512,0,0,0,0,6435,2,"Process level",0,89800,996,-105.16375,0,0,19,0,0,6,1,13,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.23,0,0,262,-1290,0,"VM Level",0,0,6513
0.013175,0.002504,0.179174,118492135,5,13,0,0,0,"8c030dff71f7",0,0,221184,0,0,0,0,6501,1,"Process level",0,92500,990,-6.5093749999999,0,0,21,0,0,6,0,15,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,10,0,0,560,0,42,7,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.21,0,0,45,-622,0,"VM Level",0,0,6818
0.01321,0.002528,0.175403,117637105,3,15,0,0,0,"8c030dff71f7",0,0,-4096,0,0,0,0,6468,1,"Process level",0,85800,986,25.6717499999997,0,0,17,2,0,4,1,13,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,20,0,0,1448,0,4,21,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.21,0,8,147,-660,0,"VM Level",0,0,6800
0.013159,0.002633,0.176939,119289692,4,15,0,0,0,"8c030dff71f7",0,0,49152,0,0,0,0,6501,1,"Process level",0,96200,986,-12.3909999999998,0,0,19,0,0,3,0,16,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.21,0,0,-114,-520,0,"VM Level",0,0,7050
0.013111,0.002522,0.175926,119089341,6,9,0,0,0,"8c030dff71f7",0,0,143360,0,0,0,0,6435,2,"Process level",0,77900,991,-31.900625,0,0,14,0,0,4,2,10,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.21,0,0,8,1180,0,"VM Level",0,0,6492
0.013101,0.002512,0.178727,118709275,3,13,0,0,0,"8c030dff71f7",0,0,-458752,0,0,0,0,6468,1,"Process level",0,78800,992,-19.3226249999998,0,0,17,0,0,5,3,12,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.19,0,0,8,954,0,"VM Level",0,0,6484
0.013122,0.002529,0.1756,111192664,5,12,0,0,0,"8c030dff71f7",0,0,122880,0,0,0,0,6468,1,"Process level",0,82700,988,43.6135,0,0,17,0,0,5,2,12,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.19,0,0,8,-1688,0,"VM Level",0,0,6928
0.01486,0.002673,0.172826,122613126,6,11,0,0,0,"8c030dff71f7",0,0,114688,0,0,0,0,6435,1,"Process level",0,98800,987,-32.98525,0,0,17,2,0,5,3,12,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,26,0,0,496,0,23,21,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.19,0,25,78,99,0,"VM Level",0,0,6598
0.013134,0.002521,0.175396,119170179,6,9,0,0,0,"8c030dff71f7",0,0,200704,0,0,0,0,6468,2,"Process level",0,75200,990,-1.587,0,0,13,0,0,5,2,8,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.19,0,0,-57,2490,0,"VM Level",0,0,6434
0.013846,0.002552,0.176079,120770846,3,14,0,0,0,"8c030dff71f7",0,0,-12288,0,0,0,0,6468,1,"Process level",0,80400,990,10.9066249999998,0,0,18,0,0,5,1,13,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,9,0,0,448,0,34,6,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.18,0,0,28,-2421,0,"VM Level",0,0,7250
0.014344,0.003004,0.178881,130407787,5,15,0,0,0,"8c030dff71f7",0,0,-20480,0,0,0,0,6435,1,"Process level",0,77000,995,275.2965,0,0,17,0,0,4,3,13,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.18,0,0,9,-291,0,"VM Level",0,0,6492
0.018374,0.002552,0.182826,134629467,7,13,0,0,0,"8c030dff71f7",0,0,147456,0,0,0,0,6468,1,"Process level",0,96300,994,-220.196,0,0,22,0,0,6,3,16,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.18,0,0,8,2372,0,"VM Level",0,0,6462
0.039749,0.005733,0.182393,166437944,7,17,0,0,0,"8c030dff71f7",0,0,-237568,0,0,0,0,6468,2,"Process level",0,89300,1018,-628.846875,0,0,25,1,0,8,2,17,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,24,0,0,400,0,5,9,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.18,0,16,8,-340,0,"VM Level",0,0,6933
0.013164,0.002556,0.178836,119366909,3,12,0,0,0,"8c030dff71f7",0,0,188416,0,0,0,0,6468,1,"Process level",0,72900,993,656.547,0,0,16,0,0,4,2,12,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,5,0,0,200,0,15,5,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.24,0,0,8,-856,0,"VM Level",0,0,6482
0.013781,0.002575,0.179014,119654594,6,10,0,0,0,"8c030dff71f7",0,0,-385024,0,0,0,0,6435,1,"Process level",0,78000,994,-55.754875,0,0,15,0,0,4,1,11,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.24,0,0,8,766,0,"VM Level",0,0,6472
0.013228,0.00252,0.178685,126424105,5,14,0,0,0,"8c030dff71f7",0,0,262144,0,0,0,0,6468,2,"Process level",0,75700,990,33.828,0,0,18,0,0,6,0,12.00000000006,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.24,0,0,0,-340,0,"VM Level",0,0,6966
0.01824,0.002569,0.181838,128139611,6,11,0,0,0,"8c030dff71f7",0,0,-94208,0,0,0,0,6468,1,"Process level",0,90300,997,-51.2669999999998,0,0,18.0000000001,0,0,6,0,12,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.24,0,0,17,-2126,0,"VM Level",0,0,6452
0.013243,0.002603,0.176069,118760298,3,14,0,0,0,"8c030dff71f7",0,0,49152,0,0,0,0,6501,1,"Process level",0,92600,989,-54.34825,0,0,18,1,0,4,0,13,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,25,0,0,480,0,30,10,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.3,0,8,8,2347,0,"VM Level",0,0,6524
0.01304,0.002561,0.178944,126345384,6,11,0,0,0,"8c030dff71f7",0,0,-61440,0,0,0,0,6402,1,"Process level",0,85700,992,274.1356250000001,0,0,15,1,0,5,1,11.99999999994,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,17,0,0,216,0,10,14,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.3,0,17,-8,-418,0,"VM Level",0,0,6965
0.017719,0.002566,0.184709,115270912,5,11,0,0,0,"8c030dff71f7",0,0,180224,0,0,0,0,6402,2,"Process level",0,99300,997,-249.6461249999998,0,0,19,0,0,6,3,13,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.3,0,0,33,-872,0,"VM Level",0,0,6433
0.020354,0.002834,0.170168,130772942,5,13,0,0,0,"8c030dff71f7",0,0,-294912,0,0,0,0,6501,1,"Process level",0,87700,991,73.2176250000002,0,0,17,0,0,5,0,12,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.3,0,0,16,1110,0,"VM Level",0,0,6488
0.013163,0.002518,0.178546,117708774,5,15,0,0,0,"8c030dff71f7",0,0,8192,0,0,0,0,6501,1,"Process level",0,106900,988,8.372625,0,0,19,0,0,5,0,14,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.36,0,0,8,602,0,"VM Level",0,0,6511
0.013197,0.002524,0.176336,127075400,4,14,0,0,0,"8c030dff71f7",0,0,-20480,0,0,0,0,6468,1,"Process level",0,88200,988,-70.104375,0,0,16,0,0,3,2,13,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,2,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.36,0,0,270,-1307,0,"VM Level",0,0,6942
0.018216,0.002543,0.182807,128017091,8,17,0,0,0,"8c030dff71f7",0,0,208896,0,0,0,0,6402,2,"Process level",0,134800,990,-29.8955,0,0,29.9999999999,0,0,10,0,19.99999999994,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,11,0,0,104,0,0,5,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.36,0,8,21,173,0,"VM Level",0,0,7973
0.013456,0.002952,0.175699,120481735,4,13,0,0,0,"8c030dff71f7",0,0,65536,0,0,0,0,6534,1,"Process level",0,79300,990,7.4095,0,0,16,0,0,3,2,13,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.41,0,0,41,-1037,0,"VM Level",0,0,6495
0.013218,0.002573,0.17777,118248016,6,14,0,0,0,"8c030dff71f7",0,0,-122880,0,0,0,0,6468,1,"Process level",0,94700,986,100.555875,0,0,20,0,0,6,2,14,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,8,0,0,728,0,49,7,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.41,0,0,12,-1130,0,"VM Level",0,0,6959
0.013522,0.002634,0.17599,119420102,7,13,0,0,0,"8c030dff71f7",0,0,167936,0,0,0,0,6468,1,"Process level",0,85000,989,-67.276375,0,0,18.0000000001,0,0,5,1,12.00000000006,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.41,0,0,8,-926,0,"VM Level",0,0,6509
0.013109,0.00255,0.178956,119157311,4,13,0,0,0,"8c030dff71f7",0,0,196608,0,0,0,0,6468,2,"Process level",0,80900,992,-20.635625,0,0,17,0,0,5,0,14.99999999994,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,21,0,0,184,0,2,5,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.41,0,8,9,635,0,"VM Level",0,0,6751
0.013684,0.002512,0.179287,128459220,9,22,0,0,0,"8c030dff71f7",0,0,-229376,0,0,0,0,6435,1,"Process level",0,133600,982,-15.23425,0,0,31.9999999999,0,0,9,1,21,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.38,0,0,4,-1581,0,"VM Level",0,0,9961
0.018398,0.00253,0.185806,129541648,8,10,0,0,0,"8c030dff71f7",0,0,344064,0,0,0,0,6435,1,"Process level",0,89100,1000,40.2529999999997,0,0,19,0,0,8,2,11,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.38,0,0,28,-975,0,"VM Level",0,0,6493
0.013204,0.002551,0.17846,120027708,5,12,0,0,0,"8c030dff71f7",0,0,40960,0,0,0,0,6468,2,"Process level",0,78900,992,63.156875,0,0,17,0,0,6,2,11.00000000006,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.38,0,0,29,1192,0,"VM Level",0,0,6434
0.014165,0.002863,0.179739,121270610,5,13,0,0,0,"8c030dff71f7",0,0,-4096,0,0,0,0,6468,1,"Process level",0,97300,991,-90.1702500000001,0,0,19,1,0,5,4,14,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,9,0,0,88,0,2,4,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.38,0,8,8,-2548,0,"VM Level",0,0,7312
0.013224,0.002563,0.176472,118540585,4,12,0,0,0,"8c030dff71f7",0,0,-258048,0,0,0,0,6501,1,"Process level",0,80500,991,64.090375,0,0,15.0000000001,0,0,4,2,11.00000000006,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.35,0,0,66,-512,0,"VM Level",0,0,6481
0.013307,0.002552,0.175745,119453210,6,10,0,0,0,"8c030dff71f7",0,0,106496,0,0,0,0,6435,1,"Process level",0,83800,989,-138.278625,0,0,16,0,0,5,1,10,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,13,0,0,264,0,49,5,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.35,0,9,-4,2953,0,"VM Level",0,0,6496
0.013394,0.002635,0.179171,141252798,6,17,0,0,0,"8c030dff71f7",0,0,-24576,428,0,0,0,6435,2,"Process level",0,97000,1005,112.834,0,0,23,0,0,7,1,17.99999999994,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,6,0,0,664,0,0,8,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.35,0,0,20,-860,0,"VM Level",214,0,6989
0.014099,0.002601,0.177246,120630192,5,13,0,0,0,"8c030dff71f7",0,0,-114688,214,0,0,0,6501,1,"Process level",0,123900,988,32.8383749999998,0,0,18.0000000001,0,0,5,2,12.00000000006,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.35,0,0,29,-602,0,"VM Level",428,0,6840
0.01319,0.00252,0.177939,126069654,5,11,0,0,0,"8c030dff71f7",0,0,86016,214,0,0,0,6501,1,"Process level",0,83900,991,-31.872,0,0,16,0,0,4,1,13.99999999994,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.32,0,0,8,1106,0,"VM Level",214,0,6511
0.015029,0.002513,0.181833,120312721,5,12,0,0,0,"8c030dff71f7",0,0,0,0,0,0,0,6468,1,"Process level",0,86500,995,29.73675,0,0,16.0000000001,0,0,5,1,11.00000000006,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,2,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.32,0,0,8,582,0,"VM Level",0,0,6947
0.013242,0.002505,0.175602,110815119,5,15,0,0,0,"8c030dff71f7",0,0,4096,0,0,0,0,6435,2,"Process level",0,135600,984,-57.1152499999998,0,0,20,1,0,5,2,15,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,25,0,0,216,0,0,5,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.32,0,8,8,-373,0,"VM Level",0,0,6501
0.017955,0.00396,0.172305,129105619,5,12,0,0,0,"8c030dff71f7",0,0,294912,0,0,0,0,6435,1,"Process level",0,80300,994,12.21775,0,0,18,0,0,5,2,13,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.32,0,0,9,647,0,"VM Level",0,0,6460
0.01322,0.002494,0.175867,117694116,5,17,0,0,0,"8c030dff71f7",0,0,176128,0,0,0,0,6468,1,"Process level",0,80200,987,22.8776249999999,0,0,20,0,0,5,2,15,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.29,0,0,12,-127,0,"VM Level",0,0,6774
0.01336,0.002633,0.175459,119541202,4,12,0,0,0,"8c030dff71f7",0,0,-180224,0,0,0,0,6468,1,"Process level",0,100900,986,-23.3115,0,0,19,0,0,5,0,14.00000000006,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.29,0,0,8,-880,0,"VM Level",0,0,6978
0.015017,0.0034,0.176102,125356466,6,8,0,0,0,"8c030dff71f7",0,0,-131072,0,0,0,0,6468,2,"Process level",0,93800,993,-52.7023749999998,0,0,12,1,0,5,2,8,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,13,0,0,120,0,2,4,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.29,0,8,8,1187,0,"VM Level",0,0,6507
0.013224,0.002534,0.177049,118782671,6,10,0,0,0,"8c030dff71f7",0,0,-40960,0,0,0,0,6501,1,"Process level",0,79100,991,103.2585,0,0,18.9999999999,0,0,6,0,11,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.29,0,0,0,-512,0,"VM Level",0,0,6457
0.013158,0.002537,0.175332,118565360,5,12,0,0,0,"8c030dff71f7",0,0,-73728,0,0,0,0,6435,1,"Process level",0,78200,987,-22.170125,0,0,17,0,0,6,0,11.00000000006,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.27,0,0,25,-737,0,"VM Level",0,0,7003
0.013817,0.002813,0.176641,120716269,5,13,0,0,0,"8c030dff71f7",0,0,-147456,0,0,0,0,6468,1,"Process level",0,87100,990,-36.046375,0,0,18,0,0,5,0,13,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.27,0,0,8,1032,0,"VM Level",0,0,6471
0.013189,0.002652,0.17782,119062766,4,11,0,0,0,"8c030dff71f7",0,0,-45056,0,0,0,0,6468,2,"Process level",0,91700,991,-29.9385,0,0,14,1,0,3,1,11,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,13,0,0,184,0,33,11,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.27,0,16,12,-151,0,"VM Level",0,0,6500
