Container_Write_Time,Process_Write_Time,VM_Write_Time,cCpuTime,cCpuTimeKernelMode,cCpuTimeUserMode,cDiskReadBytes,cDiskSectorIO,cDiskWriteBytes,cId,cMajorPGFault,cMemoryMaxUsed,cMemoryUsed,cNetworkBytesRecvd,cNetworkBytesSent,cNumProcesses,cNumProcessors,cPGFault,currentTime,pMetricType,vBootTime,vCpuContextSwitches,vCpuIdleTime,vCpuMhz,vCpuNice,vCpuSteal,vCpuTime,vCpuTimeIOWait,vCpuTimeIntSrvc,vCpuTimeKernelMode,vCpuTimeSoftIntSrvc,vCpuTimeUserMode,vCpuType,vDiskMergedReads,vDiskMergedWrites,vDiskReadTime,vDiskSectorReads,vDiskSectorWrites,vDiskSuccessfulReads,vDiskSuccessfulWrites,vDiskWriteTime,vId,vKernelInfo,vLoadAvg,vMajorPageFault,vMemoryBuffers,vMemoryCached,vMemoryFree,vMemoryTotal,vMetricType,vNetworkBytesRecvd,vNetworkBytesSent,vPgFault
0.041923,0.011053,0.184285,181611377,12,49,0,0,0,"8c030dff71f7",0,0,69632,0,0,0,0,6402,2,"Process level",0,263700,981,-255.4953749999997,0,0,62,0,0,10,6,53.99999999994,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.35,0,0,-36275,34451,0,"VM Level",0,0,6823
0.03967,0.005676,0.185353,171099918,8,25,0,0,0,"8c030dff71f7",0,0,-106496,0,0,0,0,6567,1,"Process level",0,124000,1008,142.52025,0,0,32,0,0,9,1,22,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.41,0,0,-135,-1564,0,"VM Level",0,0,7076
0.036375,0.004212,0.182555,152162751,7,24,0,0,0,"8c030dff71f7",0,0,159744,0,0,0,0,6402,1,"Process level",0,151300,1004,150.3560000000002,0,0,30,0,0,6,4,25.99999999994,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.41,0,0,-17125,14958,0,"VM Level",0,0,6609
0.01692,0.003455,0.173653,163731909,19,62,0,0,0,"8c030dff71f7",0,0,-16384,0,0,0,0,6534,2,"Process level",0,509200,944,-239.002125,0,0,77,1,0,18,7,59,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,17,0,0,152,0,2,5,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.41,0,8,11657,-10727,0,"VM Level",0,0,6991
0.043613,0.008532,0.185348,176631934,22,82,0,0,0,"8c030dff71f7",0,0,151552,0,0,0,0,6402,1,"Process level",0,817800,943,-25.5027499999999,0,0,100,1,0,21,6,80.00000000006,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,28,0,0,2536,0,115,27,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.41,0,8,-2281,24297,0,"VM Level",0,0,7650
0.039329,0.005565,0.194487,171474241,13,48,0,0,0,"8c030dff71f7",0,0,20480,0,0,0,0,6468,1,"Process level",0,584600,988,721.7313749999998,0,0,64.9999999999,0,0,15,8,48,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.53,0,0,-26776,27468,0,"VM Level",0,0,7107
0.017922,0.002545,0.181574,133296108,12,49,0,0,0,"8c030dff71f7",0,0,-274432,0,0,0,0,6501,1,"Process level",0,852900,948,-629.2983749999999,0,0,65,0,0,12,0,53,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.53,0,0,4645,-1606,0,"VM Level",0,0,6525
0.018197,0.002548,0.18374,133476076,16,57,0,0,0,"8c030dff71f7",0,0,253952,0,0,0,0,6435,2,"Process level",0,895100,955,-53.748375,0,0,62,0,0,12,1,50,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.53,0,0,-15335,13677,0,"VM Level",0,0,6983
0.04091,0.004468,0.187248,194557370,21,71,0,0,0,"8c030dff71f7",0,0,86016,0,0,0,0,6468,1,"Process level",0,754300,951,56.361125,0,0,104,1,0,27,3,77,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,16,0,0,144,0,2,4,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.49,0,8,21971,-23306,0,"VM Level",0,0,7376
0.031704,0.00252,0.182313,154330759,7,16,0,0,0,"8c030dff71f7",0,0,-270336,0,0,0,0,6435,1,"Process level",0,174300,995,352.222625,0,0,25.9999999999,0,0,6,2,19.99999999994,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,13,0,0,296,0,3,5,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.49,0,8,-8582,9789,0,"VM Level",0,0,6863
0.017946,0.00249,0.183349,127767480,4,14,0,0,0,"8c030dff71f7",0,0,294912,0,0,0,0,6468,2,"Process level",0,122100,995,-348.10475,0,0,18,0,0,4,0,14,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.49,0,0,-21876,21324,0,"VM Level",0,0,6988
0.013415,0.002977,0.175732,120826870,4,14,0,0,0,"8c030dff71f7",0,0,290816,0,0,0,0,6468,1,"Process level",0,89300,989,-100.2794999999999,0,0,19,0,0,5,1,14,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.49,0,0,-238,385,0,"VM Level",0,0,6478
0.01492,0.003385,0.178935,124457206,5,13,0,0,0,"8c030dff71f7",0,0,-57344,0,0,0,0,6468,1,"Process level",0,113200,990,86.3967499999999,0,0,17,3,0,4,0,13,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,29,0,0,392,0,22,27,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.53,0,33,29,2404,0,"VM Level",0,0,6551
0.013736,0.002503,0.177786,127602484,6,15,0,0,0,"8c030dff71f7",0,0,98304,0,0,0,0,6501,1,"Process level",0,101900,990,90.3737499999997,0,0,19,0,0,6,2,13,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,1,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.53,0,0,24,-581,0,"VM Level",0,0,7144
0.018079,0.002533,0.184548,127222474,4,12,0,0,0,"8c030dff71f7",0,0,-286720,0,0,0,0,6468,2,"Process level",0,99900,997,-55.7847500000003,0,0,18,0,0,5,0,13,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,640,0,0,1,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.53,0,0,49,-856,0,"VM Level",0,0,6515
0.013185,0.002517,0.176342,118407565,6,13,0,0,0,"8c030dff71f7",0,0,237568,0,0,0,0,6435,1,"Process level",0,102600,987,-22.4761249999997,0,0,20,0,0,5,1,14,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.53,0,0,9,1073,0,"VM Level",0,0,6465
0.013157,0.002507,0.176158,106303813,3,13,0,0,0,"8c030dff71f7",0,0,-155648,0,0,0,0,6468,1,"Process level",0,86600,990,107.557125,0,0,15,0,0,4,1,12.99999999994,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.49,0,0,24,516,0,"VM Level",0,0,6538
0.014109,0.002675,0.167487,121210879,6,12,0,0,0,"8c030dff71f7",0,0,-737280,0,0,0,0,6501,1,"Process level",0,92300,983,-103.6999999999998,0,0,19,0,0,6,1,13,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,13,0,0,120,0,2,4,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.49,0,8,-106,-1278,0,"VM Level",0,0,7197
0.014012,0.002796,0.17902,120554798,4,14,0,0,0,"8c030dff71f7",0,0,307200,0,0,0,0,6468,2,"Process level",0,89900,991,59.4253750000003,0,0,19.0000000001,0,0,4,2,15.00000000006,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.49,0,0,8,2523,0,"VM Level",0,0,6487
0.013196,0.00252,0.177428,119541576,3,12,0,0,0,"8c030dff71f7",0,0,28672,0,0,0,0,6435,1,"Process level",0,78500,991,-87.071125,0,0,14,1,0,4,2,10,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,12,0,0,272,0,16,14,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.49,0,17,8,-389,0,"VM Level",0,0,6461
0.013505,0.002607,0.175609,109623247,7,20,0,0,0,"8c030dff71f7",0,0,-98304,0,0,0,0,6468,1,"Process level",0,94900,980,-10.075625,0,0,26,0,0,6,2,20.00000000006,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.45,0,0,8,3699,0,"VM Level",0,0,7746
0.015205,0.003334,0.169947,138549459,13,22,0,0,0,"8c030dff71f7",0,0,282624,0,0,0,0,6435,2,"Process level",0,135600,990,83.54275,0,0,30,0,0,13,1,17,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,9,0,0,96,0,3,4,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.45,0,8,37,-10208,0,"VM Level",0,0,11822
0.01328,0.002632,0.174172,119177760,5,14,0,0,0,"8c030dff71f7",0,0,32768,0,0,0,0,6468,1,"Process level",0,109800,983,-54.5673750000003,0,0,25,0,0,5,6,20,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.45,0,0,8,-2588,0,"VM Level",0,0,6468
0.013781,0.002503,0.179127,119648896,5,12,0,0,0,"8c030dff71f7",0,0,-4096,0,0,0,0,6501,1,"Process level",0,82900,992,-36.2331249999997,0,0,17,0,0,5,4,12,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.45,0,0,45,-3429,0,"VM Level",0,0,6929
0.013176,0.00252,0.178288,109310945,10,18,0,0,0,"8c030dff71f7",0,0,-28672,0,0,0,0,6468,1,"Process level",0,100300,978,39.4652500000002,0,0,27,0,0,10,3,17,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.41,0,0,9,14598,0,"VM Level",0,0,11450
0.015539,0.003352,0.170087,124822263,3,9,0,0,0,"8c030dff71f7",0,0,69632,0,0,0,0,6468,2,"Process level",0,85400,990,50.656,0,0,13,1,0,3,1,10,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,11,0,0,104,0,2,5,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.41,0,8,16,2089,0,"VM Level",0,0,6517
0.013999,0.002506,0.175687,141161188,5,15,0,0,0,"8c030dff71f7",0,0,188416,0,0,0,0,6402,1,"Process level",0,94600,1003,-7.60125,0,0,19.0000000001,0,0,4,0,15.00000000006,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.41,0,0,8,717,0,"VM Level",0,0,6937
0.013293,0.002836,0.176977,119534184,6,12,0,0,0,"8c030dff71f7",0,0,57344,0,0,0,0,6534,1,"Process level",0,85700,991,1.7733750000004,0,0,18,0,0,7,3,11,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.41,0,0,8,-753,0,"VM Level",0,0,6536
0.013172,0.002544,0.178875,119482752,4,12,0,0,0,"8c030dff71f7",0,0,368640,0,0,0,0,6501,1,"Process level",0,88000,992,58.3542499999999,0,0,17,0,0,4,2,13,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,7,0,0,680,0,64,7,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.38,0,0,9,1781,0,"VM Level",0,0,6503
0.01388,0.002847,0.175881,120303608,5,15,0,0,0,"8c030dff71f7",0,0,-311296,0,0,0,0,6402,2,"Process level",0,88900,988,-101.0657500000002,0,0,20,0,0,5,0,15,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.38,0,0,12,-1114,0,"VM Level",0,0,6956
0.013237,0.002549,0.177661,118181775,5,13,0,0,0,"8c030dff71f7",0,0,20480,0,0,0,0,6402,1,"Process level",0,104400,989,-1.0365,0,0,17,1,0,4,1,12.00000000006,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,12,0,0,112,0,2,4,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.38,0,8,8,6148,0,"VM Level",0,0,6574
0.013035,0.00252,0.175861,118554233,5,12,0,0,0,"8c030dff71f7",0,0,-110592,0,0,0,0,6501,1,"Process level",0,92000,989,41.6565000000003,0,0,17,0,0,5,1,13.99999999994,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.38,0,0,12,1803,0,"VM Level",0,0,6435
0.014413,0.00291,0.176542,123865226,4,15,0,0,0,"8c030dff71f7",0,0,167936,0,0,0,0,6468,1,"Process level",0,115500,990,-68.15025,0,0,18,0,0,5,5,14.00000000006,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,14,0,0,1128,0,88,10,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.35,0,0,9,-689,0,"VM Level",0,0,6969
0.013336,0.00298,0.178538,110900435,5,10,0,0,0,"8c030dff71f7",0,0,73728,0,0,0,0,6435,2,"Process level",0,80900,993,-7.436125,0,0,16.9999999999,0,0,3,2,11,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.35,0,0,36,-626,0,"VM Level",0,0,6467
0.017237,0.002561,0.173795,115431361,4,14,0,0,0,"8c030dff71f7",0,0,-8192,0,0,0,0,6501,1,"Process level",0,86400,990,30.8797499999998,0,0,17,0,0,6,1,12.99999999994,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,21,0,0,184,0,2,4,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.35,0,9,-8,1790,0,"VM Level",0,0,6484
0.014643,0.002637,0.170939,111608769,5,18,0,0,0,"8c030dff71f7",0,0,-212992,0,0,0,0,6468,1,"Process level",0,78200,988,265.6821250000003,0,0,18.9999999999,0,0,2,3,16.99999999994,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.35,0,0,66,553,0,"VM Level",0,0,7224
0.028573,0.003672,0.171868,143520968,8,15,0,0,0,"8c030dff71f7",0,0,-106496,0,0,0,0,6435,1,"Process level",0,110900,987,-248.2910000000002,0,0,30,1,0,11,1,19,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,15,0,0,1160,0,4,6,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.32,0,8,69,-815,0,"VM Level",0,0,7672
0.014021,0.002518,0.178345,119822551,5,11,0,0,0,"8c030dff71f7",0,0,114688,0,0,0,0,6402,2,"Process level",0,75600,993,-27.4143749999998,0,0,15,0,0,4,3,11,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.32,0,0,33,-426,0,"VM Level",0,0,6444
0.013143,0.002526,0.178793,116982070,3,13,0,0,0,"8c030dff71f7",0,0,-147456,0,0,0,0,6435,1,"Process level",0,81600,991,91.901375,0,0,17,0,0,4,2,13,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.32,0,0,29,-402,0,"VM Level",0,0,6447
0.013193,0.002494,0.177195,110424275,5,15,0,0,0,"8c030dff71f7",0,0,286720,0,0,0,0,6468,1,"Process level",0,82500,989,-63.6367500000001,0,0,19,0,0,4,1,15.00000000006,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.32,0,0,0,-1720,0,"VM Level",0,0,6924
0.015309,0.00295,0.172573,122309250,3,13,0,0,0,"8c030dff71f7",0,0,-86016,0,0,0,0,6468,2,"Process level",0,92100,991,31.838125,0,0,16,0,0,4,2,12,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,17,0,0,152,0,2,4,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.3,0,8,29,3354,0,"VM Level",0,0,6483
0.013269,0.002845,0.177671,119438587,4,13,0,0,0,"8c030dff71f7",0,0,94208,0,0,0,0,6468,1,"Process level",0,82000,991,100.5678750000002,0,0,18,0,0,4,2,14,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.3,0,0,24,-57,0,"VM Level",0,0,6460
0.013972,0.002843,0.175703,121408982,5,13,0,0,0,"8c030dff71f7",0,0,-90112,0,0,0,0,6435,1,"Process level",0,93500,988,-182.8386249999999,0,0,17.0000000001,0,0,5,3,12,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.3,0,0,8,-733,0,"VM Level",0,0,6908
0.013326,0.002527,0.176938,119366537,7,13,0,0,0,"8c030dff71f7",0,0,143360,0,0,0,0,6468,1,"Process level",0,83000,988,235.256,0,0,19,1,0,7,3,12,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,24,0,0,656,0,5,9,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.3,0,16,230,-872,0,"VM Level",0,0,6769
0.016232,0.003381,0.178747,126121192,3,14,0,0,0,"8c030dff71f7",0,0,20480,0,0,0,0,6435,2,"Process level",0,84700,996,-226.842375,0,0,17,0,0,3,0,14,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.27,0,0,-197,491,0,"VM Level",0,0,6436
0.01326,0.002889,0.177275,119717408,4,13,0,0,0,"8c030dff71f7",0,0,245760,0,0,0,0,6435,1,"Process level",0,83900,990,19.3104999999998,0,0,18,1,0,5,2,12.00000000006,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,25,0,0,280,0,12,14,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.27,0,17,-4,-1065,0,"VM Level",0,0,6927
0.013174,0.002542,0.178514,119636866,4,12,0,0,0,"8c030dff71f7",0,0,-126976,0,0,0,0,6468,1,"Process level",0,79200,993,-25.4026250000002,0,0,15,0,0,2,2,13.99999999994,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.27,0,0,0,-37,0,"VM Level",0,0,6463
0.013196,0.002538,0.179434,140336550,7,42,0,0,0,"8c030dff71f7",0,0,86016,0,0,0,0,6468,1,"Process level",0,94700,975,195.978125,0,0,46,0,0,6,2,41.99999999994,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.27,0,0,16,5599,0,"VM Level",0,0,7512
0.039635,0.005604,0.183733,165143609,6,17,0,0,0,"8c030dff71f7",0,0,-196608,0,0,0,0,6501,2,"Process level",0,97800,1015,-129.678125,0,0,27,0,0,8,0,19,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,17,0,0,800,0,57,9,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.25,0,0,25,-626,0,"VM Level",0,0,6974
0.013221,0.002528,0.175443,119382671,6,13,0,0,0,"8c030dff71f7",0,0,217088,0,0,0,0,6402,1,"Process level",0,101900,987,28.356375,0,0,18,0,0,4,1,14,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,0,0,0,0,0,0,0,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.25,0,0,307,-758,0,"VM Level",0,0,6758
0.013301,0.002623,0.176286,127506733,6,11,0,0,0,"8c030dff71f7",0,0,-24576,0,0,0,0,6468,1,"Process level",0,107100,989,-78.420125,0,0,17,0,0,7,4,9,"Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz",0,19,0,0,168,0,2,4,"unavailable","Linux 8c030dff71f7 5.4.0-81-generic #91-Ubuntu SMP Thu Jul 15 19:09:17 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux",0.25,0,8,-291,786,0,"VM Level",0,0,6476
